longitude,latitude,population,ocean_proximity,cluster
-118.26,33.79,835.0,<1H OCEAN,0
-118.25,33.79,1799.0,NEAR OCEAN,3
-118.24,33.8,788.0,NEAR OCEAN,3
-118.23,33.8,165.0,NEAR OCEAN,3
-118.27,33.8,980.0,<1H OCEAN,0
-118.27,33.79,1789.0,<1H OCEAN,0
-118.27,33.79,1227.0,<1H OCEAN,0
-118.28,33.8,1207.0,<1H OCEAN,0
-118.28,33.79,1422.0,<1H OCEAN,0
-118.28,33.79,1668.0,<1H OCEAN,0
-118.28,33.78,1915.0,<1H OCEAN,0
-118.29,33.79,2855.0,<1H OCEAN,0
-118.29,33.79,951.0,<1H OCEAN,0
-118.3,33.79,1180.0,<1H OCEAN,0
-118.3,33.8,1472.0,<1H OCEAN,0
-118.27,33.79,1291.0,<1H OCEAN,0
-118.26,33.78,1723.0,NEAR OCEAN,3
-118.27,33.79,2120.0,<1H OCEAN,0
-118.27,33.79,1450.0,<1H OCEAN,0
-118.25,33.79,1716.0,NEAR OCEAN,3
-118.25,33.79,1724.0,NEAR OCEAN,3
-118.25,33.79,1183.0,NEAR OCEAN,3
-118.26,33.78,2265.0,NEAR OCEAN,3
-118.26,33.79,1044.0,<1H OCEAN,0
-118.23,33.78,69.0,NEAR OCEAN,3
-118.26,33.78,1524.0,NEAR OCEAN,3
-118.25,33.78,511.0,NEAR OCEAN,3
-118.24,33.78,784.0,NEAR OCEAN,3
-118.26,33.78,2931.0,NEAR OCEAN,3
-118.26,33.77,809.0,NEAR OCEAN,3
-118.27,33.77,2567.0,NEAR OCEAN,3
-118.27,33.78,4426.0,<1H OCEAN,0
-118.28,33.78,1076.0,<1H OCEAN,0
-118.27,33.77,2115.0,NEAR OCEAN,3
-118.27,33.76,32.0,NEAR OCEAN,3
-118.3,33.77,2831.0,<1H OCEAN,0
-118.3,33.76,4336.0,<1H OCEAN,0
-118.28,33.77,374.0,<1H OCEAN,0
-118.28,33.75,1384.0,NEAR OCEAN,3
-118.28,33.75,429.0,NEAR OCEAN,3
-118.28,33.74,1939.0,NEAR OCEAN,3
-118.28,33.75,1916.0,NEAR OCEAN,3
-118.28,33.74,486.0,NEAR OCEAN,3
-118.3,33.75,1291.0,<1H OCEAN,0
-118.3,33.76,2678.0,<1H OCEAN,0
-118.3,33.75,481.0,<1H OCEAN,0
-118.3,33.75,1098.0,<1H OCEAN,0
-118.3,33.74,1163.0,NEAR OCEAN,3
-118.31,33.74,1111.0,NEAR OCEAN,3
-118.31,33.74,2260.0,NEAR OCEAN,3
-118.29,33.75,1359.0,NEAR OCEAN,3
-118.3,33.75,1454.0,<1H OCEAN,0
-118.29,33.75,766.0,NEAR OCEAN,3
-118.29,33.74,1368.0,NEAR OCEAN,3
-118.29,33.74,1018.0,NEAR OCEAN,3
-118.29,33.74,905.0,NEAR OCEAN,3
-118.29,33.74,1311.0,NEAR OCEAN,3
-118.29,33.73,1151.0,NEAR OCEAN,3
-118.29,33.73,1699.0,NEAR OCEAN,3
-118.29,33.73,1669.0,NEAR OCEAN,3
-118.3,33.73,866.0,NEAR OCEAN,3
-118.3,33.74,1584.0,NEAR OCEAN,3
-118.31,33.73,799.0,NEAR OCEAN,3
-118.31,33.73,656.0,NEAR OCEAN,3
-118.3,33.74,1184.0,NEAR OCEAN,3
-118.3,33.73,1130.0,NEAR OCEAN,3
-118.31,33.73,957.0,NEAR OCEAN,3
-118.28,33.74,2090.0,NEAR OCEAN,3
-118.28,33.73,2178.0,NEAR OCEAN,3
-118.28,33.73,1767.0,NEAR OCEAN,3
-118.28,33.73,1550.0,NEAR OCEAN,3
-118.29,33.73,1865.0,NEAR OCEAN,3
-118.29,33.72,1253.0,NEAR OCEAN,3
-118.3,33.72,1459.0,NEAR OCEAN,3
-118.3,33.72,1388.0,NEAR OCEAN,3
-118.3,33.73,1304.0,NEAR OCEAN,3
-118.31,33.73,692.0,NEAR OCEAN,3
-118.31,33.72,1372.0,NEAR OCEAN,3
-118.33,33.69,1171.0,NEAR OCEAN,3
-118.31,33.73,986.0,NEAR OCEAN,3
-118.32,33.73,407.0,NEAR OCEAN,3
-118.33,33.72,2297.0,NEAR OCEAN,3
-118.29,33.71,1815.0,NEAR OCEAN,3
-118.31,33.67,611.0,NEAR OCEAN,3
-118.3,33.72,1167.0,NEAR OCEAN,3
-118.29,33.71,780.0,NEAR OCEAN,3
-118.29,33.71,902.0,NEAR OCEAN,3
-118.29,33.71,1316.0,NEAR OCEAN,3
-118.29,33.72,1103.0,NEAR OCEAN,3
-118.29,33.72,801.0,NEAR OCEAN,3
-118.28,33.68,1624.0,NEAR OCEAN,3
-118.23,34.24,1695.0,<1H OCEAN,0
-118.23,34.23,1055.0,<1H OCEAN,0
-118.24,34.24,1349.0,<1H OCEAN,0
-118.24,34.24,1645.0,<1H OCEAN,0
-118.23,34.22,1079.0,<1H OCEAN,0
-118.24,34.23,896.0,<1H OCEAN,0
-118.24,34.23,514.0,<1H OCEAN,0
-118.24,34.23,753.0,<1H OCEAN,0
-118.25,34.23,1413.0,<1H OCEAN,0
-118.25,34.25,1392.0,<1H OCEAN,0
-118.25,34.23,1232.0,<1H OCEAN,0
-118.26,34.24,816.0,<1H OCEAN,0
-118.26,34.24,788.0,<1H OCEAN,0
-118.26,34.24,1226.0,<1H OCEAN,0
-118.26,34.24,555.0,<1H OCEAN,0
-118.25,34.23,1157.0,<1H OCEAN,0
-118.25,34.22,1089.0,<1H OCEAN,0
-118.25,34.23,967.0,<1H OCEAN,0
-118.26,34.23,836.0,<1H OCEAN,0
-118.26,34.23,518.0,<1H OCEAN,0
-118.26,34.23,838.0,<1H OCEAN,0
-118.22,34.21,1030.0,<1H OCEAN,0
-118.23,34.21,1357.0,<1H OCEAN,0
-118.23,34.21,1217.0,<1H OCEAN,4
-118.23,34.21,693.0,<1H OCEAN,0
-118.23,34.21,859.0,<1H OCEAN,0
-118.24,34.22,1271.0,<1H OCEAN,0
-118.24,34.22,926.0,<1H OCEAN,0
-118.25,34.22,1516.0,<1H OCEAN,0
-118.23,34.21,121.0,<1H OCEAN,4
-118.23,34.2,750.0,<1H OCEAN,0
-118.23,34.2,807.0,<1H OCEAN,0
-118.24,34.2,1282.0,<1H OCEAN,0
-118.24,34.21,1888.0,<1H OCEAN,0
-118.24,34.22,1232.0,<1H OCEAN,0
-118.27,34.22,3141.0,<1H OCEAN,0
-118.23,34.18,757.0,<1H OCEAN,0
-118.23,34.18,768.0,<1H OCEAN,0
-118.23,34.18,943.0,<1H OCEAN,0
-118.26,34.18,5459.0,<1H OCEAN,0
-118.22,34.19,446.0,<1H OCEAN,0
-118.22,34.19,1895.0,<1H OCEAN,0
-118.22,34.19,1115.0,<1H OCEAN,0
-118.21,34.18,1113.0,<1H OCEAN,0
-118.23,34.17,2099.0,<1H OCEAN,0
-118.21,34.17,3401.0,<1H OCEAN,0
-118.21,34.16,199.0,<1H OCEAN,0
-118.19,34.16,735.0,<1H OCEAN,0
-118.2,34.16,2465.0,<1H OCEAN,0
-118.23,34.16,1359.0,<1H OCEAN,0
-118.23,34.15,1332.0,<1H OCEAN,0
-118.23,34.15,998.0,<1H OCEAN,0
-118.24,34.16,1156.0,<1H OCEAN,0
-118.24,34.16,733.0,<1H OCEAN,0
-118.24,34.16,797.0,<1H OCEAN,0
-118.25,34.16,993.0,<1H OCEAN,0
-118.25,34.17,631.0,<1H OCEAN,0
-118.25,34.16,2690.0,<1H OCEAN,0
-118.26,34.17,2593.0,<1H OCEAN,0
-118.26,34.16,1312.0,<1H OCEAN,0
-118.26,34.16,1866.0,<1H OCEAN,0
-118.26,34.16,1883.0,<1H OCEAN,0
-118.27,34.17,825.0,<1H OCEAN,0
-118.27,34.16,3164.0,<1H OCEAN,0
-118.27,34.16,973.0,<1H OCEAN,0
-118.28,34.17,1135.0,<1H OCEAN,0
-118.27,34.17,908.0,<1H OCEAN,0
-118.27,34.17,829.0,<1H OCEAN,0
-118.27,34.18,1158.0,<1H OCEAN,0
-118.28,34.18,911.0,<1H OCEAN,0
-118.28,34.18,1137.0,<1H OCEAN,0
-118.29,34.18,667.0,<1H OCEAN,0
-118.28,34.18,878.0,<1H OCEAN,0
-118.28,34.17,1553.0,<1H OCEAN,0
-118.29,34.17,2986.0,<1H OCEAN,0
-118.29,34.17,875.0,<1H OCEAN,0
-118.29,34.18,2719.0,<1H OCEAN,0
-118.29,34.16,1019.0,<1H OCEAN,0
-118.29,34.16,349.0,<1H OCEAN,0
-118.29,34.17,1882.0,<1H OCEAN,0
-118.3,34.17,3309.0,<1H OCEAN,0
-118.3,34.17,74.0,<1H OCEAN,0
-118.29,34.16,764.0,<1H OCEAN,0
-118.3,34.16,869.0,<1H OCEAN,0
-118.3,34.16,2401.0,<1H OCEAN,0
-118.27,34.16,787.0,<1H OCEAN,0
-118.27,34.15,1684.0,<1H OCEAN,0
-118.27,34.15,2205.0,<1H OCEAN,0
-118.27,34.15,1494.0,<1H OCEAN,0
-118.27,34.16,479.0,<1H OCEAN,0
-118.27,34.16,637.0,<1H OCEAN,0
-118.28,34.16,605.0,<1H OCEAN,0
-118.26,34.16,950.0,<1H OCEAN,0
-118.26,34.15,1941.0,<1H OCEAN,0
-118.26,34.15,2315.0,<1H OCEAN,0
-118.26,34.15,1763.0,<1H OCEAN,0
-118.24,34.16,493.0,<1H OCEAN,0
-118.24,34.15,1562.0,<1H OCEAN,0
-118.24,34.15,499.0,<1H OCEAN,0
-118.25,34.15,1888.0,<1H OCEAN,0
-118.25,34.16,1681.0,<1H OCEAN,0
-118.24,34.15,4116.0,<1H OCEAN,0
-118.24,34.15,3171.0,<1H OCEAN,0
-118.25,34.15,605.0,<1H OCEAN,0
-118.25,34.15,768.0,<1H OCEAN,0
-118.25,34.15,1729.0,<1H OCEAN,0
-118.23,34.14,2061.0,<1H OCEAN,0
-118.24,34.14,2929.0,<1H OCEAN,0
-118.24,34.14,2614.0,<1H OCEAN,0
-118.23,34.15,1686.0,<1H OCEAN,0
-118.23,34.14,1745.0,<1H OCEAN,0
-118.24,34.14,1402.0,<1H OCEAN,0
-118.24,34.14,1501.0,<1H OCEAN,0
-118.24,34.13,959.0,<1H OCEAN,0
-118.24,34.13,1043.0,<1H OCEAN,0
-118.24,34.15,1892.0,<1H OCEAN,0
-118.24,34.14,4486.0,<1H OCEAN,0
-118.25,34.14,1245.0,<1H OCEAN,0
-118.25,34.14,552.0,<1H OCEAN,0
-118.25,34.15,616.0,<1H OCEAN,0
-118.26,34.14,650.0,<1H OCEAN,0
-118.26,34.14,4094.0,<1H OCEAN,0
-118.27,34.14,1025.0,<1H OCEAN,0
-118.26,34.14,1200.0,<1H OCEAN,0
-118.27,34.15,2287.0,<1H OCEAN,0
-118.26,34.13,2843.0,<1H OCEAN,0
-118.26,34.13,1185.0,<1H OCEAN,0
-118.26,34.13,194.0,<1H OCEAN,0
-118.26,34.14,1255.0,<1H OCEAN,0
-118.25,34.14,3749.0,<1H OCEAN,0
-118.25,34.14,5217.0,<1H OCEAN,0
-118.25,34.13,2226.0,<1H OCEAN,0
-118.24,34.13,1245.0,<1H OCEAN,0
-118.25,34.13,229.0,<1H OCEAN,0
-118.25,34.13,2542.0,<1H OCEAN,0
-118.25,34.12,861.0,<1H OCEAN,0
-118.31,34.22,3199.0,<1H OCEAN,0
-118.33,34.21,1362.0,<1H OCEAN,0
-118.34,34.21,864.0,<1H OCEAN,0
-118.29,34.18,1441.0,<1H OCEAN,0
-118.3,34.19,1924.0,<1H OCEAN,0
-118.3,34.19,746.0,<1H OCEAN,0
-118.3,34.19,586.0,<1H OCEAN,0
-118.31,34.19,2372.0,<1H OCEAN,0
-118.3,34.19,1364.0,<1H OCEAN,0
-118.31,34.2,778.0,<1H OCEAN,0
-118.32,34.2,984.0,<1H OCEAN,0
-118.32,34.2,372.0,<1H OCEAN,0
-118.32,34.2,834.0,<1H OCEAN,0
-118.33,34.2,613.0,<1H OCEAN,0
-118.33,34.2,1106.0,<1H OCEAN,0
-118.34,34.2,1516.0,<1H OCEAN,0
-118.34,34.19,1176.0,<1H OCEAN,0
-118.36,34.2,1874.0,<1H OCEAN,0
-118.32,34.2,952.0,<1H OCEAN,0
-118.32,34.19,485.0,<1H OCEAN,0
-118.32,34.19,613.0,<1H OCEAN,0
-118.31,34.19,420.0,<1H OCEAN,0
-118.32,34.19,375.0,<1H OCEAN,0
-118.33,34.2,4757.0,<1H OCEAN,0
-118.3,34.18,4293.0,<1H OCEAN,0
-118.3,34.17,342.0,<1H OCEAN,0
-118.3,34.18,2997.0,<1H OCEAN,0
-118.31,34.18,1700.0,<1H OCEAN,0
-118.31,34.19,1986.0,<1H OCEAN,0
-118.32,34.18,83.0,<1H OCEAN,0
-118.32,34.18,832.0,<1H OCEAN,0
-118.32,34.17,1202.0,<1H OCEAN,0
-118.32,34.17,1284.0,<1H OCEAN,0
-118.33,34.17,1118.0,<1H OCEAN,0
-118.33,34.19,1133.0,<1H OCEAN,0
-118.33,34.18,1256.0,<1H OCEAN,0
-118.33,34.19,799.0,<1H OCEAN,0
-118.34,34.19,490.0,<1H OCEAN,0
-118.33,34.18,785.0,<1H OCEAN,0
-118.33,34.18,977.0,<1H OCEAN,0
-118.33,34.18,926.0,<1H OCEAN,0
-118.34,34.19,613.0,<1H OCEAN,0
-118.34,34.19,834.0,<1H OCEAN,0
-118.34,34.18,1448.0,<1H OCEAN,0
-118.34,34.18,714.0,<1H OCEAN,0
-118.35,34.19,557.0,<1H OCEAN,0
-118.36,34.19,846.0,<1H OCEAN,0
-118.35,34.18,1277.0,<1H OCEAN,0
-118.35,34.18,866.0,<1H OCEAN,0
-118.35,34.17,1280.0,<1H OCEAN,0
-118.35,34.17,365.0,<1H OCEAN,0
-118.35,34.17,814.0,<1H OCEAN,0
-118.36,34.17,661.0,<1H OCEAN,0
-118.34,34.18,720.0,<1H OCEAN,0
-118.34,34.18,1601.0,<1H OCEAN,0
-118.34,34.17,1284.0,<1H OCEAN,0
-118.35,34.16,1083.0,<1H OCEAN,0
-118.35,34.16,538.0,<1H OCEAN,0
-118.35,34.16,584.0,<1H OCEAN,0
-118.33,34.17,750.0,<1H OCEAN,0
-118.33,34.16,1235.0,<1H OCEAN,0
-118.34,34.17,756.0,<1H OCEAN,0
-118.34,34.17,545.0,<1H OCEAN,0
-118.34,34.16,848.0,<1H OCEAN,0
-118.34,34.16,608.0,<1H OCEAN,0
-118.33,34.16,1676.0,<1H OCEAN,0
-118.33,34.15,259.0,<1H OCEAN,0
-118.33,34.15,471.0,<1H OCEAN,0
-118.34,34.15,1190.0,<1H OCEAN,0
-118.34,34.15,625.0,<1H OCEAN,0
-118.34,34.16,2616.0,<1H OCEAN,0
-118.32,34.17,1562.0,<1H OCEAN,0
-118.31,34.16,1317.0,<1H OCEAN,0
-118.32,34.16,403.0,<1H OCEAN,0
-118.32,34.17,799.0,<1H OCEAN,0
-118.33,34.16,770.0,<1H OCEAN,0
-118.32,34.16,1031.0,<1H OCEAN,0
-118.3,34.17,1211.0,<1H OCEAN,4
-118.31,34.16,860.0,<1H OCEAN,0
-118.31,34.17,2118.0,<1H OCEAN,0
-118.31,34.17,2522.0,<1H OCEAN,0
-118.43,34.3,1601.0,<1H OCEAN,0
-118.43,34.3,1111.0,<1H OCEAN,0
-118.43,34.29,1499.0,<1H OCEAN,0
-118.42,34.29,1389.0,<1H OCEAN,0
-118.43,34.3,246.0,<1H OCEAN,0
-118.44,34.29,1555.0,<1H OCEAN,0
-118.43,34.29,1384.0,<1H OCEAN,0
-118.43,34.29,1073.0,<1H OCEAN,0
-118.43,34.29,1196.0,<1H OCEAN,0
-118.43,34.28,1243.0,<1H OCEAN,0
-118.44,34.29,1434.0,<1H OCEAN,0
-118.44,34.29,1357.0,<1H OCEAN,0
-118.45,34.29,840.0,<1H OCEAN,0
-118.44,34.28,582.0,<1H OCEAN,0
-118.44,34.28,24.0,<1H OCEAN,0
-118.44,34.28,1107.0,<1H OCEAN,0
-118.44,34.28,800.0,<1H OCEAN,0
-118.44,34.28,1359.0,<1H OCEAN,0
-118.45,34.28,2780.0,<1H OCEAN,0
-117.71,34.15,7665.0,INLAND,2
-117.73,34.12,412.0,INLAND,2
-117.78,34.13,3710.0,INLAND,2
-117.76,34.13,7249.0,INLAND,2
-117.8,34.15,3699.0,INLAND,2
-117.8,34.11,2654.0,INLAND,2
-117.8,34.1,2949.0,INLAND,2
-117.8,34.1,1187.0,INLAND,2
-117.79,34.12,1319.0,INLAND,2
-117.79,34.11,1881.0,INLAND,2
-117.83,34.14,3460.0,INLAND,2
-117.83,34.15,1023.0,INLAND,2
-117.82,34.13,1606.0,INLAND,2
-117.84,34.13,2103.0,INLAND,2
-117.87,34.15,2061.0,INLAND,2
-117.93,34.15,4723.0,INLAND,2
-117.9,34.15,1332.0,INLAND,2
-117.9,34.14,1187.0,<1H OCEAN,0
-117.9,34.14,1561.0,<1H OCEAN,0
-117.91,34.14,1544.0,INLAND,2
-117.89,34.14,2855.0,<1H OCEAN,0
-117.88,34.14,1001.0,INLAND,2
-117.88,34.14,924.0,INLAND,2
-117.88,34.13,2106.0,<1H OCEAN,0
-117.85,34.14,1251.0,INLAND,2
-117.85,34.14,654.0,INLAND,2
-117.86,34.14,1098.0,INLAND,2
-117.87,34.15,1056.0,INLAND,2
-117.86,34.14,1484.0,INLAND,2
-117.87,34.14,1139.0,INLAND,2
-117.85,34.13,1021.0,INLAND,2
-117.85,34.12,2524.0,INLAND,2
-117.86,34.13,1269.0,INLAND,2
-117.86,34.13,607.0,INLAND,2
-117.86,34.13,378.0,INLAND,2
-117.87,34.13,872.0,<1H OCEAN,0
-117.87,34.13,873.0,<1H OCEAN,0
-117.82,34.12,1546.0,INLAND,2
-117.84,34.12,1722.0,INLAND,2
-117.83,34.11,1484.0,INLAND,2
-117.84,34.11,1911.0,INLAND,2
-117.84,34.12,1142.0,INLAND,2
-117.85,34.11,4944.0,INLAND,2
-117.81,34.08,7775.0,INLAND,2
-117.81,34.12,3100.0,INLAND,2
-117.81,34.11,1866.0,INLAND,2
-117.81,34.1,1126.0,INLAND,2
-117.83,34.1,5407.0,INLAND,2
-117.76,34.1,1973.0,INLAND,2
-117.78,34.09,1862.0,INLAND,2
-117.79,34.1,1024.0,INLAND,2
-117.76,34.12,3575.0,INLAND,2
-117.77,34.12,2007.0,INLAND,2
-117.76,34.11,2874.0,INLAND,2
-117.77,34.1,1241.0,INLAND,2
-117.77,34.11,1124.0,INLAND,2
-117.78,34.11,3205.0,INLAND,2
-117.74,34.11,1391.0,INLAND,2
-117.75,34.12,2243.0,INLAND,2
-117.74,34.1,1847.0,INLAND,2
-117.74,34.1,2477.0,INLAND,2
-117.75,34.1,4369.0,INLAND,2
-117.71,34.12,4952.0,INLAND,2
-117.73,34.12,2487.0,INLAND,2
-117.71,34.1,1492.0,INLAND,2
-117.71,34.1,2688.0,INLAND,2
-117.72,34.1,978.0,INLAND,2
-117.72,34.1,1592.0,INLAND,2
-117.72,34.1,1034.0,INLAND,2
-117.73,34.1,1344.0,INLAND,2
-117.71,34.09,1385.0,INLAND,2
-117.71,34.08,1411.0,INLAND,2
-117.72,34.09,785.0,INLAND,2
-117.72,34.09,2575.0,INLAND,2
-117.73,34.09,1897.0,INLAND,2
-117.73,34.09,1355.0,INLAND,2
-117.73,34.08,1251.0,INLAND,2
-117.74,34.09,2192.0,INLAND,2
-117.75,34.08,1797.0,INLAND,2
-117.75,34.08,600.0,INLAND,2
-117.75,34.09,1672.0,INLAND,2
-117.76,34.08,1677.0,INLAND,2
-117.77,34.08,2817.0,INLAND,2
-117.77,34.07,2392.0,INLAND,2
-117.77,34.07,2452.0,INLAND,2
-117.75,34.07,1131.0,INLAND,2
-117.76,34.07,1173.0,INLAND,2
-117.76,34.07,677.0,INLAND,2
-117.76,34.06,1625.0,INLAND,2
-117.76,34.06,384.0,INLAND,2
-117.77,34.06,2379.0,INLAND,2
-117.78,34.07,2899.0,INLAND,2
-117.78,34.06,1807.0,INLAND,2
-117.79,34.07,1689.0,INLAND,2
-117.79,34.07,870.0,INLAND,2
-117.78,34.06,964.0,INLAND,2
-117.78,34.05,1886.0,INLAND,2
-117.8,34.05,2485.0,<1H OCEAN,0
-117.8,34.06,1325.0,INLAND,2
-117.82,34.05,2558.0,<1H OCEAN,0
-117.76,34.06,1719.0,INLAND,2
-117.76,34.05,3055.0,INLAND,2
-117.75,34.05,1494.0,INLAND,2
-117.76,34.05,4711.0,INLAND,2
-117.74,34.08,911.0,INLAND,2
-117.74,34.07,1550.0,INLAND,2
-117.74,34.06,1508.0,INLAND,2
-117.74,34.07,947.0,INLAND,2
-117.75,34.07,444.0,INLAND,2
-117.75,34.07,1246.0,INLAND,2
-117.72,34.08,1761.0,INLAND,2
-117.72,34.07,2580.0,INLAND,2
-117.73,34.08,3502.0,INLAND,2
-117.73,34.07,2716.0,INLAND,2
-117.72,34.06,1718.0,INLAND,2
-117.73,34.06,315.0,INLAND,2
-117.73,34.06,368.0,INLAND,2
-117.73,34.07,1430.0,INLAND,2
-117.73,34.07,854.0,INLAND,2
-117.73,34.05,809.0,INLAND,2
-117.73,34.05,2877.0,INLAND,2
-117.74,34.05,1466.0,INLAND,2
-117.74,34.05,3029.0,INLAND,2
-117.74,34.05,1024.0,INLAND,2
-117.75,34.05,1511.0,INLAND,2
-117.73,34.04,3367.0,INLAND,2
-117.73,34.03,1459.0,INLAND,2
-117.74,34.02,1904.0,INLAND,2
-117.74,34.04,1987.0,INLAND,2
-117.74,34.03,3712.0,INLAND,2
-117.75,34.04,2600.0,INLAND,2
-117.76,34.04,1564.0,INLAND,2
-117.76,34.04,2052.0,INLAND,2
-117.85,34.0,1389.0,<1H OCEAN,0
-117.86,33.99,8686.0,<1H OCEAN,0
-117.8,34.03,1885.0,<1H OCEAN,0
-117.78,34.03,15507.0,<1H OCEAN,0
-117.83,34.01,4911.0,<1H OCEAN,0
-117.8,34.02,1535.0,<1H OCEAN,0
-117.81,34.01,4332.0,<1H OCEAN,0
-117.79,34.02,9427.0,<1H OCEAN,0
-117.84,34.0,383.0,<1H OCEAN,0
-117.83,33.99,8380.0,<1H OCEAN,0
-117.84,33.98,1993.0,<1H OCEAN,0
-117.83,33.97,9671.0,<1H OCEAN,0
-117.87,34.04,15037.0,<1H OCEAN,0
-117.86,34.02,3671.0,<1H OCEAN,0
-117.86,34.01,3038.0,<1H OCEAN,0
-117.87,34.02,2120.0,<1H OCEAN,0
-117.84,34.04,4904.0,<1H OCEAN,0
-117.85,34.06,1406.0,<1H OCEAN,0
-117.85,34.08,467.0,<1H OCEAN,0
-117.85,34.07,295.0,<1H OCEAN,0
-117.86,34.08,1003.0,<1H OCEAN,0
-117.87,34.08,2037.0,<1H OCEAN,0
-117.87,34.07,2210.0,<1H OCEAN,0
-117.85,34.1,2315.0,<1H OCEAN,0
-117.86,34.09,2205.0,<1H OCEAN,0
-117.85,34.09,2066.0,<1H OCEAN,0
-117.86,34.09,1664.0,<1H OCEAN,0
-117.87,34.1,1084.0,<1H OCEAN,0
-117.87,34.09,927.0,<1H OCEAN,0
-117.88,34.1,1696.0,<1H OCEAN,0
-117.89,34.09,1005.0,<1H OCEAN,0
-117.87,34.09,640.0,<1H OCEAN,0
-117.87,34.08,2257.0,<1H OCEAN,0
-117.88,34.09,2223.0,<1H OCEAN,0
-117.86,34.1,1327.0,<1H OCEAN,0
-117.86,34.1,588.0,<1H OCEAN,0
-117.87,34.1,3359.0,<1H OCEAN,0
-117.84,34.1,4419.0,<1H OCEAN,0
-117.85,34.11,985.0,INLAND,2
-117.87,34.12,1073.0,<1H OCEAN,0
-117.88,34.12,1006.0,<1H OCEAN,0
-117.88,34.12,522.0,<1H OCEAN,0
-117.87,34.12,772.0,<1H OCEAN,0
-117.87,34.11,2105.0,<1H OCEAN,0
-117.87,34.11,799.0,<1H OCEAN,0
-117.88,34.11,2008.0,<1H OCEAN,0
-117.89,34.12,885.0,<1H OCEAN,0
-117.88,34.12,1088.0,<1H OCEAN,0
-117.89,34.11,446.0,<1H OCEAN,0
-117.88,34.11,1751.0,<1H OCEAN,0
-117.89,34.12,1224.0,<1H OCEAN,0
-117.89,34.12,1396.0,<1H OCEAN,0
-117.89,34.11,1623.0,<1H OCEAN,0
-117.9,34.11,1047.0,<1H OCEAN,0
-117.88,34.13,1674.0,<1H OCEAN,0
-117.88,34.12,1327.0,<1H OCEAN,0
-117.89,34.13,1443.0,<1H OCEAN,0
-117.9,34.13,2868.0,<1H OCEAN,0
-117.9,34.13,1312.0,<1H OCEAN,0
-117.9,34.13,819.0,<1H OCEAN,0
-117.9,34.13,1564.0,<1H OCEAN,0
-117.9,34.12,1787.0,<1H OCEAN,0
-117.9,34.12,1571.0,<1H OCEAN,0
-117.9,34.12,804.0,<1H OCEAN,0
-117.91,34.13,1037.0,<1H OCEAN,0
-117.92,34.13,1526.0,INLAND,2
-117.91,34.12,2259.0,<1H OCEAN,0
-117.91,34.12,1038.0,<1H OCEAN,0
-117.92,34.12,2161.0,<1H OCEAN,0
-117.93,34.12,266.0,INLAND,2
-117.9,34.11,4797.0,<1H OCEAN,0
-117.91,34.11,2396.0,<1H OCEAN,0
-117.92,34.11,2151.0,<1H OCEAN,0
-117.94,34.1,929.0,<1H OCEAN,0
-117.97,34.11,121.0,INLAND,2
-117.99,34.08,2307.0,INLAND,2
-117.99,34.07,1548.0,INLAND,2
-117.98,34.07,3131.0,INLAND,2
-117.98,34.07,504.0,INLAND,2
-117.99,34.06,2660.0,INLAND,2
-118.0,34.07,1609.0,INLAND,2
-117.99,34.07,1648.0,INLAND,2
-117.99,34.08,954.0,INLAND,2
-117.97,34.08,1781.0,INLAND,2
-117.97,34.08,1961.0,INLAND,2
-117.96,34.07,2583.0,<1H OCEAN,0
-117.97,34.07,1573.0,<1H OCEAN,0
-117.97,34.07,1325.0,<1H OCEAN,0
-117.98,34.08,3537.0,INLAND,2
-117.98,34.1,5389.0,INLAND,2
-117.98,34.09,2640.0,INLAND,2
-117.97,34.09,3339.0,INLAND,2
-117.95,34.11,2013.0,INLAND,2
-117.96,34.1,3878.0,INLAND,2
-117.97,34.1,1600.0,INLAND,2
-117.97,34.1,1285.0,INLAND,2
-117.96,34.09,2477.0,INLAND,2
-117.96,34.09,1584.0,INLAND,2
-117.96,34.1,2847.0,INLAND,2
-117.97,34.09,2259.0,INLAND,2
-117.95,34.09,1792.0,<1H OCEAN,0
-117.95,34.08,1728.0,<1H OCEAN,0
-117.95,34.09,1296.0,<1H OCEAN,0
-117.96,34.08,1242.0,<1H OCEAN,0
-117.96,34.08,3563.0,<1H OCEAN,0
-117.96,34.08,2330.0,<1H OCEAN,0
-117.94,34.09,1742.0,<1H OCEAN,0
-117.94,34.08,1669.0,<1H OCEAN,0
-117.94,34.08,1269.0,<1H OCEAN,0
-117.94,34.08,1336.0,<1H OCEAN,0
-117.95,34.08,672.0,<1H OCEAN,0
-117.95,34.07,1279.0,<1H OCEAN,0
-117.93,34.09,1376.0,<1H OCEAN,0
-117.93,34.09,499.0,<1H OCEAN,0
-117.93,34.09,1093.0,<1H OCEAN,0
-117.93,34.09,769.0,<1H OCEAN,0
-117.92,34.08,679.0,<1H OCEAN,0
-117.92,34.08,1257.0,<1H OCEAN,0
-117.93,34.07,819.0,<1H OCEAN,0
-117.93,34.08,806.0,<1H OCEAN,0
-117.93,34.08,379.0,<1H OCEAN,0
-117.93,34.08,901.0,<1H OCEAN,0
-117.93,34.08,1139.0,<1H OCEAN,0
-117.91,34.08,1170.0,<1H OCEAN,0
-117.91,34.08,861.0,<1H OCEAN,0
-117.92,34.08,741.0,<1H OCEAN,0
-117.92,34.08,1011.0,<1H OCEAN,0
-117.92,34.08,965.0,<1H OCEAN,0
